sh	depth	sourceId	sourceTerm	typeTerm	relationshipGroup	destinationTerm	pattern
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Method (attribute)	3	Radiographic imaging - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Procedure site - Direct (attribute)	3	Bile duct structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Using access device (attribute)	3	Endoscope, device (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Using substance (attribute)	3	Contrast media (substance)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Method (attribute)	4	Incision - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Procedure site - Direct (attribute)	4	Sphincter of Oddi structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Using access device (attribute)	4	Endoscope, device (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Is a (attribute)	0	Cataract extraction and insertion of intraocular lens (procedure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Is a (attribute)	0	Intracapsular cataract extraction (procedure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Direct device (attribute)	1	Intraocular lens implant (physical object)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Method (attribute)	1	Insertion - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Procedure site - Indirect (attribute)	1	Structure of eye proper (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Direct morphology (attribute)	2	Cataract (morphologic abnormality)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Method (attribute)	2	Surgical extraction - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Procedure site - Indirect (attribute)	2	Structure of lens of eye (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	308695001	Intracapsular cataract extraction and insertion of intraocular lens (procedure)	Surgical approach (attribute)	2	Intracapsular approach (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424876005-QV']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Is a (attribute)	0	Aspiration of cataract by phacoemulsification (procedure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Direct device (attribute)	1	Intraocular lens implant (physical object)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Method (attribute)	1	Insertion - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Procedure site - Indirect (attribute)	1	Structure of lens of eye (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Direct morphology (attribute)	2	Cataract (morphologic abnormality)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Method (attribute)	2	Surgical extraction - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Procedure site - Indirect (attribute)	2	Structure of lens of eye (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	415089008	Phacoemulsification of cataract with intraocular lens implantation (procedure)	Using device (attribute)	2	Phacoemulsification machine (physical object)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '405814001-BS', '424226004-PO']
PR	10	429269009	Aortoventriculoplasty with pulmonary valve autograft (procedure)	Is a (attribute)	0	Aortoventriculoplasty (procedure)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424361007-SU']
PR	10	429269009	Aortoventriculoplasty with pulmonary valve autograft (procedure)	Method (attribute)	1	Repair - action (qualifier value)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424361007-SU']
PR	10	429269009	Aortoventriculoplasty with pulmonary valve autograft (procedure)	Procedure site - Direct (attribute)	1	Aortic valve structure (body structure)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424361007-SU']
PR	10	429269009	Aortoventriculoplasty with pulmonary valve autograft (procedure)	Using substance (attribute)	1	Autograft (substance)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424361007-SU']
PR	10	429269009	Aortoventriculoplasty with pulmonary valve autograft (procedure)	Method (attribute)	2	Repair - action (qualifier value)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424361007-SU']
PR	10	429269009	Aortoventriculoplasty with pulmonary valve autograft (procedure)	Procedure site (attribute)	2	Structure of outflow tract of left ventricle (body structure)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424361007-SU']
PR	10	429269009	Aortoventriculoplasty with pulmonary valve autograft (procedure)	Using substance (attribute)	2	Autograft (substance)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424361007-SU']
SI	1	129125009	Procedure with explicit context (situation)	Is a (attribute)	0	Situation with explicit context (situation)	['116680003-SI', '408730004-QV', '408731000-QV']
SI	1	129125009	Procedure with explicit context (situation)	Procedure context (attribute)	0	Context values for actions (qualifier value)	['116680003-SI', '408730004-QV', '408731000-QV']
SI	1	129125009	Procedure with explicit context (situation)	Temporal context (attribute)	0	Temporal context value (qualifier value)	['116680003-SI', '408730004-QV', '408731000-QV']
SI	2	398138002	Patient interval change (situation)	Is a (attribute)	0	Finding with explicit context (situation)	['116680003-SI', '408732007-SO']
SI	2	398138002	Patient interval change (situation)	Subject relationship context (attribute)	0	Subject of record (person)	['116680003-SI', '408732007-SO']
SI	2	460615006	Education with explicit context (situation)	Associated procedure (attribute)	0	Education (procedure)	['116680003-SI', '363589002-PR']
SI	2	460615006	Education with explicit context (situation)	Is a (attribute)	0	Procedure with explicit context (situation)	['116680003-SI', '363589002-PR']
SI	3	170892005	Ear nose and throat treatment changed (situation)	Is a (attribute)	0	Treatment changed (situation)	['116680003-SI', '363589002-PR', '408731000-QV', '408732007-SO']
SI	3	170892005	Ear nose and throat treatment changed (situation)	Associated procedure (attribute)	1	Procedure on head AND/OR neck (procedure)	['116680003-SI', '363589002-PR', '408731000-QV', '408732007-SO']
SI	3	170892005	Ear nose and throat treatment changed (situation)	Subject relationship context (attribute)	1	Subject of record (person)	['116680003-SI', '363589002-PR', '408731000-QV', '408732007-SO']
SI	3	170892005	Ear nose and throat treatment changed (situation)	Temporal context (attribute)	1	Current or specified time (qualifier value)	['116680003-SI', '363589002-PR', '408731000-QV', '408732007-SO']
SI	3	183977004	Ear, nose and throat operation planned (situation)	Is a (attribute)	0	Operative procedure planned (situation)	['116680003-SI', '363589002-PR', '408730004-QV']
SI	3	183977004	Ear, nose and throat operation planned (situation)	Associated procedure (attribute)	1	Operative procedure on head (procedure)	['116680003-SI', '363589002-PR', '408730004-QV']
SI	3	183977004	Ear, nose and throat operation planned (situation)	Procedure context (attribute)	1	Planned (qualifier value)	['116680003-SI', '363589002-PR', '408730004-QV']
SI	3	397680002	Absence of signs and symptoms of infection (situation)	Is a (attribute)	0	Free of symptoms (situation)	['116680003-SI', '246090004-CF', '408729009-QV', '408732007-SO']
SI	3	397680002	Absence of signs and symptoms of infection (situation)	Associated finding (attribute)	1	Infectious disease (disorder)	['116680003-SI', '246090004-CF', '408729009-QV', '408732007-SO']
SI	3	397680002	Absence of signs and symptoms of infection (situation)	Finding context (attribute)	1	Known absent (qualifier value)	['116680003-SI', '246090004-CF', '408729009-QV', '408732007-SO']
SI	3	397680002	Absence of signs and symptoms of infection (situation)	Subject relationship context (attribute)	1	Subject of record (person)	['116680003-SI', '246090004-CF', '408729009-QV', '408732007-SO']
SN	1	119299002	Specimen from patient (specimen)	Is a (attribute)	0	Specimen (specimen)	['116680003-SN', '118170007-SO']
SN	1	119299002	Specimen from patient (specimen)	Specimen source identity (attribute)	0	Patient (person)	['116680003-SN', '118170007-SO']
SN	1	440229008	Specimen from environment (specimen)	Is a (attribute)	0	Specimen (specimen)	['116680003-SN', '118170007-EG']
SN	1	440229008	Specimen from environment (specimen)	Specimen source identity (attribute)	0	Environment (environment)	['116680003-SN', '118170007-EG']
SN	2	122584003	Leukocyte specimen from patient (specimen)	Is a (attribute)	0	White blood cell sample (specimen)	['116680003-SN', '118169006-BS', '118170007-SO']
SN	2	122584003	Leukocyte specimen from patient (specimen)	Specimen source identity (attribute)	1	Patient (person)	['116680003-SN', '118169006-BS', '118170007-SO']
SN	2	122584003	Leukocyte specimen from patient (specimen)	Specimen source topography (attribute)	1	Leukocyte (cell)	['116680003-SN', '118169006-BS', '118170007-SO']
SN	2	419695002	Environmental swab (specimen)	Is a (attribute)	0	Swab (specimen)	['116680003-SN', '118170007-EG', '118171006-PR']
SN	2	419695002	Environmental swab (specimen)	Is a (attribute)	0	Specimen from environment (specimen)	['116680003-SN', '118170007-EG', '118171006-PR']
SN	2	419695002	Environmental swab (specimen)	Specimen procedure (attribute)	1	Taking of swab (procedure)	['116680003-SN', '118170007-EG', '118171006-PR']
SN	2	419695002	Environmental swab (specimen)	Specimen source identity (attribute)	1	Environment (environment)	['116680003-SN', '118170007-EG', '118171006-PR']
SN	2	447345009	Bronchial fluid specimen obtained from bronchial trap (specimen)	Is a (attribute)	0	Bronchial fluid sample (specimen)	['116680003-SN', '118169006-BS', '118170007-PO', '118171006-PR', '370133003-SU']
SN	2	447345009	Bronchial fluid specimen obtained from bronchial trap (specimen)	Is a (attribute)	0	Substance specimen obtained from device (specimen)	['116680003-SN', '118169006-BS', '118170007-PO', '118171006-PR', '370133003-SU']
SN	2	447345009	Bronchial fluid specimen obtained from bronchial trap (specimen)	Specimen procedure (attribute)	1	Bronchoscopic sampling of secretions using trap (procedure)	['116680003-SN', '118169006-BS', '118170007-PO', '118171006-PR', '370133003-SU']
SN	2	447345009	Bronchial fluid specimen obtained from bronchial trap (specimen)	Specimen source identity (attribute)	1	Aspirator trap bottle, device (physical object)	['116680003-SN', '118169006-BS', '118170007-PO', '118171006-PR', '370133003-SU']
SN	2	447345009	Bronchial fluid specimen obtained from bronchial trap (specimen)	Specimen source topography (attribute)	1	Bronchial structure (body structure)	['116680003-SN', '118169006-BS', '118170007-PO', '118171006-PR', '370133003-SU']
